title,year,department,award,film,img_link,film_link,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,Voice,Sets,Camera,Other credits,Based on
Awards,2004,Short films,"""Jean-Luc Xiberras"" Award for a first film
",Birthday Boy,https://www.annecy.org/resources/images/t/20041038.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20041038,Birthday Boy,Sejong PARK,Australia,2004,09 min 18 s,,3D computer,,Colour,,"AFTRS - AUSTRALIAN FILM, TELEVISION & RADIO SCHOOL, Andrew GREGORY","AFTRS - AUSTRALIAN FILM, TELEVISION & RADIO SCHOOL, Ruth SAUNDERS",,Sejong Park,Sejong Park,Sejong Park,Sejong Park,Sejong Park,,James Lee,Megan Wedge,Adrian Rostirolla,"During the Korean War, little Manuk plays on the streets of his village and dreams of life on the front. When he returns home, he finds a birthday present that will change his life.",Joshua Ahn,Sejong Park,Sejong Park,,
Awards,2004,TV specials,"Award for best TV special
",Bosom Pals “Joan’s Birthday”,https://www.annecy.org/resources/images/t/20040358.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20040358,Bosom Pals “Joan’s Birthday”,Ginger GIBBONS,United Kingdom,2003,23 min 53 s × 2 episodes,,"drawing on paper (pencil), 2D computer",,Colour,,"TIGER ASPECT PRODUCTIONS, Claudia LLOYD, GSCF - GRAND SLAMM CHILDRENS FILMS, Ginger GIBBONS, VARGA LTD., Attila SZABO","BBC WORLDWIDE LIMITED, Julieka DASTOR",,"Annie Caulfield, Dawn French, Claudia Lloyd, Karen McLachlan, Carol Noble, Lucy Sweet, Sue Teddern","Zoltan Tardos, Jill Brooks",John Kafka,"Elena Rogova, Evgueni Pavlenko",Andrei Paryguine,,"Simon Brint, Simon Wallace",,Corinne Lejeune,"The setting is the Dolphin Pub, Plymouth, second home for our seven irrepressible Bosom Pals. On Joan’s Birthday, our Bosom Pals rally round Joan who’s having a bit of crisis coming to terms with being 46. But it takes far more imagination than a few rounds to cheer her up!","Dawn French, Alison Steadman, Timothy Spalll, Jessica Stevenson, Sophie Thompson, Geraldine McNulty, Robert Pugh, Rosemary Leach, Jon Glover, Jill Shilling",,Alexei Lebeclev,,
Awards,2004,TV series,"The Annecy Cristal for a TV production
",Creature Comforts “Cats or Dogs?”,https://www.annecy.org/resources/images/t/20040336.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20040336,Creature Comforts “Cats or Dogs?”,Richard GOLESZOWSKI,United Kingdom,2003,08 min 45 s × 10 episodes,,clay,,Colour,,"AARDMAN ANIMATIONS LTD., Julie LOCKHART",,,,"Michael Salter, Kitty Clay",,,"Phil Beglan, Claire Billett, Terry Brain, Darren Burgess, Dug Calder, Miki Cash, Stefano Cassini, Merlin Crossingham, Suzy Fagan, Jo Fenton, Jay Grace, Seamus Malone, Pascual Perez, Dan Ramsey, Chris Sadler, Andy Symanowski, Darren Thompson, Rich Webber, Ian Whitlock, Lee Wilton",,Rory McLeod,James Mather,"Will Ennals, Andrew Hassenruck, Dan Lincoln, Dave MacCormick","What do dogs think about Crufts? Do cats like cuddles, and who makes the best burglar alarm? Take a ringside seat as the two most popular pets go head to head in a battle that’s raged for centuries.",,,"Andy Mack, Frank Passingham",,
Awards,2004,Short films,"Special Distinction
",Gjennom mine tykke briller,https://www.annecy.org/resources/images/t/20040452.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20040452,Gjennom mine tykke briller,Pjotr SAPEGIN,"Norway, Canada",2004,13 min,Short film,"puppets, clay",,Colour,,"PRAVDA AS, David REISS-ANDERSEN, ONF - OFFICE NATIONAL DU FILM DU CANADA, Marcel JEAN","NORWEGIAN FILM INSTITUTE, Toril SIMONSEN",,"David Reiss-Andersen, Pjotr Sapegin",Pjotr Sapegin,Pjotr Sapegin,Pjotr Sapegin,Pjotr Sapegin,,Normand Roger,"Normand Roger, Denis Chartrand",Simen Gengenbach,Grandpa tells his grand-daughter a story about when he was a boy during the war.,Odd Borretzen,Pjotr Sapegin,Janne Hansen,,
Awards,2004,Short films,"Fipresci Award
",Hello,https://www.annecy.org/resources/images/t/20040900.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20040900,Hello,Jonathan NIX,Australia,2003,06 min 30 s,,"2D/3D computer, drawing on paper (ink)",,Colour,,"STUDIONIX, Jonathan NIX","CARTWHEEL PARTNERS PTY LTD, Anna MCFARLANE",,Jonathan Nix,Jonathan Nix,Jonathan Nix,Jonathan Nix,Jonathan Nix,,Jonathan Nix,Jonathan Nix,Jeremy Parker,"In a digital world, can an analogue find true love? It is the wise old gramaphone that has the answer for a lovesick loner.",Jonathan Nix,Jonathan Nix,Jonathan Nix,,
Awards,2004,Short films,"""CANAL J"" Award for a short film
",L'Inventaire fantôme,https://www.annecy.org/resources/images/t/20040590.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20040590,L'Inventaire fantôme,Franck DION,France,2004,09 min 44 s,Short film,"puppets, 2D computer",,Colour,All audiences,"LES ARMATEURS, Didier BRUNNER","LES ARMATEURS, PREMIUM FILMS",,Franck Dion,Franck Dion,Franck Dion,Franck Dion,Stéphane Viola,,Pierre Caillet,Alek Goosse,Chantal Colibert-Brunner,"Soms, the bailiff, visits an old man who collects souvenirs that nobody wants anymore. In his empty and miserable apartment, the civil servant opens a secret door and discovers a huge attic where thousands of objects are stored. He then starts a strange inventory.",,Franck Dion,,,
Awards,2004,Short films,"Audience Award
",La Révolution des crabes,https://www.annecy.org/resources/images/t/20041187_3.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20041187,La Révolution des crabes,Arthur DE PINS,France,2004,04 min 50 s,Short film,"photos,  2D/3D computer",Version originale française,,All audiences,METRONOMIC,PREMIUM FILMS,,Arthur de Pins,Arthur de Pins,,,Arthur de Pins,,Bertrand Burgalat,Arthur de Pins,Arthur de Pins,"In the browny waters of the Gironde estuary, no one is aware of the tragedy that has pervaded us for the last one hundred and twenty million years. We are the Pachygrapsus Marmoratus, commonly known as ""depressed crabs""...",Arthur de Pins,,Arthur de Pins,,
Awards,2004,Short films,"The Annecy Cristal
",Lorenzo,https://www.annecy.org/resources/images/t/20041427.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20041427,Lorenzo,Mike GABRIEL,USA,2004,04 min 48 s,,"drawing on paper (paint, pencil), 3D computer",,Colour,,"WALT DISNEY ANIMATION STUDIOS, Baker BLOODWORTH","WALT DISNEY ANIMATION STUDIOS, Howard GREEN",,Mike Gabriel,,,Ed Ghertner,,,Tom MacDougall,,Jessica Ambider-Rojas,"This is the tale of Lorenzo, the spoiled and pampered cat, and what happens the day his tail is hexed and comes to life.",,,,,
Awards,2004,Short films,"Special Jury Award
",Ryan,https://www.annecy.org/resources/images/t/20041060.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20041060,Ryan,Chris LANDRETH,Canada,2004,13 min 50 s,,3D computer,,Colour,,"Steven HOBAN, ONF - OFFICE NATIONAL DU FILM DU CANADA, Marcy PAGE, COPPER HEART ENTERTAINMENT PRODUCTION, Mark SMITH","ONF - OFFICE NATIONAL DU FILM DU CANADA, Johanne ST-ARNAULD",,Chris Landreth,,,,"Robb Denovan, Sebastian Kapijimpanga, Paul Kohut, Jeff Panko",,"Fergus Marsh, Michael White","David McCallum, Steve Hammond",Alan Code,A gentleman panhandler. One of the pioneers of Canadian animation. Oscar nominee. Poor beggar. An artist unable to create. God observing the world. Fallen angel. Arrogant. Shy. Broken. But not destroyed.,,,,,
Awards,2004,TV series,"Special Award for a TV series
","The Delta State ""Épisode 4""",https://www.annecy.org/resources/images/t/20041402.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20041402,"The Delta State ""Épisode 4""",Pascal DAVID,France,2003,24 min × 26 episodes,,rotoscope,,Colour,,"GAUMONT ANIMATION, Christian DAVIN, FRANCE 2, Clément CALVET, NELVANA LIMITED","GAUMONT ANIMATION, Clément CALVET",,Vincent Bonjour,Jan Van Rijsselberge,,,Jeremy Thomas,,Kid Loco,Tristan Bernier,"Patrick Gonidec, Robert Yates","The main characters are four ""anti"" superheros who are just over twenty. Yet, with their paranormal powers, they are the only ones able to free humanity from the menace of the ""rifters"".",,,,,"BD, D. Gayeton, M. Rolkman"
Awards,2004,Advertising films,"Advertising or promotional film Award
",Caisse d’Épargne “Les triplés”,https://www.annecy.org/resources/images/t/20040810.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20040810,Caisse d’Épargne “Les triplés”,SOANDSAU,France,2003,35 s,,3D computer,,Colour,,"QUAD PRODUCTIONS, Gilles VIARD",,,Christian Foulon,,,,Sparx*,,Xavier Rubin,,,"We are in the delivery room. A stag, the future father, takes his young doe’s hand during the delivery.","Jean-Philippe Puymartin, Emmanuel Dabbous, Tatiana Goussef",,,,
Awards,2004,"Educational, scientific or industrial films","Educational, scientific or industrial film Award
Unicef Award
","Daughter, a Story of Incest",https://www.annecy.org/resources/images/t/20041429.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20041429,"Daughter, a Story of Incest","Oscar PEREZ JR, Monica RAY, Paw Charlie RAVN","Denmark, Philippines",2003,15 min 31 s,,"drawing on paper (pencil), 2D computer",,Colour,,"STAIRWAY FOUNDATION, INC., Lars Christian JORGENSEN","STAIRWAY FOUNDATION, INC., Lars Christian JORGENSEN",,Monica Ray Jorgensen,Paw Charlie Ravn,Paw Charlie Ravn,Raymond Romero,Dexter Alpis,,"Savage Warner, Rose Chappell",Freezone Denmark,,"A young girl is sexually abused by her father, while the mother works overseas.",Rodeline Dejino,Raymond Romero,,,
Awards,2004,Music video,"Award for best music video
",Deewana,https://www.annecy.org/resources/images/t/20040780.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20040780,Deewana,"Benaifer MALLIK, Rajiv RAJAMANI",India,2003,03 min 36 s,,2D computer,,Colour,,"FLIRTING VISION, Benaifer MALLIK",,,Rajiv Rajamani,,Rajiv Rajamani,Suhail Merchant,Shrirang Sathaye,,,,Asif Ali Shaikh,"A courtesan is trying to keep her royal suitor at bay while she sings of her love. The title of the song is ""Deewana"", which means crazy and is referring to her crazy heart.",,"Suhail Merchant, Shrirang Sathaye",Binod Pradhan,,
Awards,2004,Graduation Films,"Award for best school or graduation film
",Allerleirauh,https://www.annecy.org/resources/images/t/20040879.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20040879,Allerleirauh,Anja STRUCK,Germany,2004,07 min 55 s,,"puppets, animated objects, pixilation",,,,"KHM - ACADEMY OF MEDIA ARTS KÖLN - KUNSTHOCHSCHULE FÜR MEDIEN KÖLN, Ute DILGER",,,Anja Struck,,,,"Anja Struck, Anja Perl, Lars Henkel",,Jacob Kirkegaard,,Anja Struck,"Based on the fairy tale ""Allerleirauh"" by the Grimm Brothers. A girl without legs, a dead deer and a dancer with a fox’s head in surroundings full of subtle violence.",,Anja Struck,"Angela Poschet, bvk",,"“Allerleirauh”, Grimm"
Awards,2004,Graduation Films,"Special Jury Award for a school or graduation film
",Dahucapra Rupidahu,https://www.annecy.org/resources/images/t/20040533.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20040533,Dahucapra Rupidahu,"Frédérique GYURAN, Vincent GAUTIER, Thibault BERARD",France,2003,06 min 47 s,,"3D computer, live action",,Colour,,SUPINFOCOM GROUP,"ONE PLUS ONE DISTRIBUTION CINEMA, David ALRIC",,"Frédérique Gyuran, Vincent Gautier, Thibault Bérard",,,,"Frédérique Gyuran, Vincent Gautier, Thibault Bérard",,,"Frédérique Gyuran, Vincent Gautier, Thibault Bérard","Frédérique Gyuran, Vincent Gautier, Thibault Bérard",A wildlife documentary about an endangered species.,Sylvie Corpe,,"Frédérique Gyuran, Vincent Gautier, Thibault Bérard",,
Awards,2004,Graduation Films,"The International Labour Organisation Award
",No Limits,https://www.annecy.org/resources/images/t/20040560.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20040560,No Limits,"Heidi WITTLINGER, Anja PERL",Germany,2004,57 s,,3D computer,,Colour,,"FILMAKADEMIE BADEN-WÜRTTEMBERG, Tobias LINDOERFER",,,Heidi Wittlinger,Heidi Wittlinger,Heidi Wittlinger,,"Heidi Wittlinger, Max Stolzenberg, Anja Perl",,,Gérald Steuler,,A social spot for children’s rights.,,,,,
Awards,2004,Graduation Films,"Special Distinction for a school or graduation film
",Poor God,https://www.annecy.org/resources/images/t/20040922.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20040922,Poor God,Matthew ABBISS,United Kingdom,2003,02 min 40 s,,drawing on paper (pencil),,Colour,,RCA - ROYAL COLLEGE OF ART,RCA - ROYAL COLLEGE OF ART,,Matthew Abbiss,Matthew Abbiss,Matthew Abbiss,Matthew Abbiss,Matthew Abbiss,,Matthew Abbiss,Matthew Abbiss,Matthew Abbiss,A priest goes to see God for a little chat.,Tony Fish,Matthew Abbiss,Matthew Abbiss,,
Awards,2004,Short films for Internet,"Award for best internet short
",Il branco,https://www.annecy.org/resources/images/t/20045077.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20045077,Il branco,Stefano BUONAMICO,Italy,2003,02 min 14 s,,macromedia Flash 5,,,,"GORDO.IT, Stefano BUONAMICO","GORDO.IT, Stefano BUONAMICO",,Claudio Morici,,,,Stefano Buonamico,,Fabio Pieri,,,"In a world where it’s difficult to be oneself... even the gorillas are having a hard time. All they want to do is catch a squirrel. But, when all their efforts seem to be in vain, mother nature saves the day with wondrous special effects.",,,,,
Awards,2004,Short films for Internet,"Net surfers' Award
",The Meatrix,https://www.annecy.org/resources/images/t/20045083.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20045083,The Meatrix,Louis FOX,USA,2003,03 min 53 s,,macromedia Flash mx,,Colour,,FREE RANGE GRAPHICS,WWW.THEMEATRIX.COM,,"Louis Fox, Jonah Sachs",,,,Louis Fox,,Louis Fox,,,"A spoof on ""The Matrix"" highlighting the problems of factory farming. Instead of Keanu Reaves, the star is Leo, a young pig who lives on a pleasant family farm... or so he thinks. A trenchcoat-clad cow, Moopheus, approaches Leo and shows him the ugly truth about agribusiness.",Louis Fox,,,,
Awards,2004,Series for Internet,"Award for best internet series
",Olaf et Korpatas “Cansone”,https://www.annecy.org/resources/images/t/20045065.jpg,https://www.annecy.org/about/archives/2004/award-winners/film-index:film-20045065,Olaf et Korpatas “Cansone”,Olivier NICOLAS,France,2003,52 s,,macromedia Flash mx,,Colour,,NINJORS.INK,,,Olivier Nicolas,,,,Olivier Nicolas,,Alexandre Ristorcelli,,,"Olaf the wolf wants Korpatas the crow’s cheese, but he doesn’t have any.",,,,,
Awards,2003,Feature films,"The Cristal for best feature
",My Life as McDull,https://www.annecy.org/resources/images/t/20030026.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030026,My Life as McDull,Toe YUEN,Hong Kong,2002,01 h 15 min,,"drawing on cel, photos , cut-outs, 3D computer, live action",,Colour,,LUNCHTIME PRODUCTIONS,BLISS DISTRIBUTION,,Brian Tse,,,,,,Steve Ho,,,"The everyday hopes and aspirations of McDull, a small pig living in Hong-Kong with his mother McBing.",Anthony Wong,,,,
Awards,2003,TV series,"Special Award for a TV series
",Albie “Quick on the Draw”,https://www.annecy.org/resources/images/t/20030632.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030632,Albie “Quick on the Draw”,Francis VOSE,United Kingdom,2002,10 min × 26 episodes,,2D/3D computer,,Colour,,"COSGROVE HALL FILMS LTD., Francis VOSE",GRANADA MEDIA,,Andy Cutbill,Steve Maher,"Jez Hall, Charlie Crabtree",,"Claire Grey, Chris Fenna",,Keith Hopwood,Hullabaloo Studios,Francis Vose,"Two moose, a hero of singing Buffalo and a ten ton digger hijack Albie’s imagination. Let’s just hope they stay here.","Rob Rackstraw, Marc Silk, Janet James, Melissa Sinden",,,,
Awards,2003,Short films,"The Annecy Cristal
",Atama Yama,https://www.annecy.org/resources/images/t/20030107.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030107,Atama Yama,Koji YAMAMURA,Japan,2002,10 min,,"ink on paper, paint on paper, pencil on paper, 2D computer",,Colour,,"YAMAMURA ANIMATION, INC., Koji YAMAMURA",,,Shoji Yonemura,Koji Yamamura,Koji Yamamura,Koji Yamamura,Koji Yamamura,,Takeharu Kunimoto,Koji Kasamatsu,Koji Yamamura,"After a stingy man eats some cherry seeds, a cherry tree grows on his head and he gets into a lot of trouble. A modern interpretation of the traditional Japanese Rakugo story of the same name.",Takeharu Kunimoto,Koji Yamamura,,,
Awards,2003,Short films,"Special Distinction
",Car Craze,https://www.annecy.org/resources/images/t/20030366.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030366,Car Craze,Evert DE BEIJER,Netherlands,2003,12 min 10 s,,2D/3D computer,,Colour,,"CINÉTÉ FILMPRODUKTIE, Willem THIJSSEN, ARTE FRANCE, RNTV / NIS",NIAF - NETHERLANDS INSTITUTE FOR ANIMATION FILM,,Evert de Beijer,Evert de Beijer,Evert de Beijer,Evert de Beijer,Evert de Beijer,,Edwin van der Schrier,Evert de Beijer,,"An ecological inspector gets stranded in a forgotten oil town, dominated by monstruous cars. His short stay in a motel doesn’t give him a moment’s rest. He discovers that cars develop into parasitic life forms, captivating mankind and taking vital juices from the Earth.","John Hartnett, Nicole Parker, Randall Harr, Rachel Miller, Joe Kelly",Evert de Beijer,,,
Awards,2003,Short films,"Special Jury Award
Audience Award
Fipresci Award (ex æquo)
",Harvie Krumpet,https://www.annecy.org/resources/images/t/20031308.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20031308,Harvie Krumpet,Adam ELLIOT,Australia,2003,23 min,Short film,clay,Version originale anglaise sous-titrée français,Colour,"12-15 years, Young adults, Adults","MELODRAMA PICTURES PTY, LTD, Melanie COOMBS","MONSTER ENTERTAINMENT LTD, Andrew FITZPATRICK",,Adam Elliot,Adam Elliot,Adam Elliot,Adam Elliot,Adam Elliot,,Adam Elliot,Peter Walker,Bill Murphy,The biography of an ordinary man seemingly cursed with perpetual bad luck.,Geoffrey Rush,Adam Elliot,Adam Elliot,,
Awards,2003,Short films,"""Jean-Luc Xiberras"" Award for a first film
",How to Cope with Death,https://www.annecy.org/resources/images/t/20030062.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030062,How to Cope with Death,Ignacio FERRERAS,United Kingdom,2002,03 min 10 s,Short film,"pencil on paper, 2D computer",Sans dialogue ni commentaire,Colour,"Young adults, Adults","TANDEM FILMS ENTERTAINMENT AND ANIMATION, Nigel PAY, Lynn HOLLOWELL",,,Ignacio Ferreras,Ignacio Ferreras,Ignacio Ferreras,Ignacio Ferreras,Ignacio Ferreras,,Oliver Davis,Charlotte Tedbury,Barry Hutchinson,"Death, the Grim Reaper, descends upon a very old woman who seems ripe enough to be harvested. But appearances can be deceptive. This is one old woman who knows how to cope with Death.",,Rhodri Cooper,,,
Awards,2003,TV specials,"Award for best TV special
",Le roi de la forêt des Brumes,https://www.annecy.org/resources/images/t/20030243.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030243,Le roi de la forêt des Brumes,Jean-Jacques PRUNÈS,France,2002,30 min,,"paint on paper,  2D/3D computer",,Colour,,"LES FILMS DE L'ARLEQUIN, Dora BENOUSILIO",DARGAUD MEDIA,,,Jean-Jacques Prunès,Jean-Jacques Prunès,Karine Navrac,Wu Tao,,Denis Vautrin,Laurent Neumann,Bernard Bats,"In the 1930’s, Ashley Anderson flees the Sino-Japanese conflict with his uncle Sung. Lost in the Himalayas he is picked up by yetis.",,Françoise Angenot,,,Michaël Morpurgo
Awards,2003,Short films,"""CANAL J"" Award for a short film
",Ligne de vie,https://www.annecy.org/resources/images/t/20030245.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030245,Ligne de vie,Serge AVÉDIKIAN,France,2002,12 min 17 s,,"paint on paper,  2D/3D computer",,Colour,,"LES FILMS DE L'ARLEQUIN, Dora BENOUSILIO","LES FILMS DE L'ARLEQUIN, Dora BENOUSILIO",,Serge Avédikian,Raymond Delvax,Serge Elissalde,,Alain Amielet,,Michel Karsky,Philippe Grivel,Simon Pradinas,"The life line of an imprisoned designer, in a work camp, brings people closer.",Bernard Ballet,,,,Raymond Delvax
Awards,2003,Short films,"Fipresci Award (ex æquo)
",Oïo,https://www.annecy.org/resources/images/t/20031167.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20031167,Oïo,Simon GOULET,Canada,2003,08 min 20 s,,paint,,Colour,,"AMONIAK FILMS, Simon GOULET",AMONIAK FILMS,,Simon Goulet,,,Simon Goulet,Simon Goulet,,René Dupéré,,Simon Goulet,"Painting is movement, it’s matter and life. In a suspended flight between tool and canvas, Oïo finds the forces of nature in the flow of painting and reinvents the world.",,,Denis Noël Mostert,,
Awards,2003,Advertising films,"Unicef Award
",NSPCC “Cartoon”,https://www.annecy.org/resources/images/t/20030136.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030136,NSPCC “Cartoon”,Russell BROOKE,United Kingdom,2002,01 min,,"pencil on paper, 2D computer, live action",,Colour,,"PASSION ANIMATION STUDIOS, Hugo SANDS","PASSION ANIMATION STUDIOS, Joanna STEVENS",,Duncan Marshall,,,,Russell Brooke,,,,Paul Watts,"Combination of documentary style live action and ""Tom & Jerry"" style cartoon violence to underline the horror of real violence.",,,,,
Awards,2003,Advertising films,"Advertising or promotional film Award
",Robota,https://www.annecy.org/resources/images/t/20031081.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20031081,Robota,Doug CHIANG,USA,2002,02 min,,3D computer,,Colour,,SPARX ANIMATION STUDIOS,,,Doug Chiang,Doug Chiang,,,,,Chance Thomas,,,"There was a time when the world had a new name. Not Earth or soil or home, not one of those old names that spoke of life and hope and the mastery of man. No. The invaders named the place for themselves: Robota.",,Doug Chiang,,,
Awards,2003,Music video,"Award for best music video
",Super Furry Animals “It’s Not the End of the World”,https://www.annecy.org/resources/images/t/20030612.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030612,Super Furry Animals “It’s Not the End of the World”,"Laurent NICOLAS (DIT LALOLE), David NICOLAS (DIT NUMÉRO 6)",France,2001,03 min 23 s,,"paint on paper,  2D/3D computer",,Colour,,"PARTIZAN FILMS, Georges BERMANN, Charlotte LEPOT",,,,,,,,,Super Furry Animals,,,Scenes describing the start of the war seen through a progressive box.,,,,,
Awards,2003,"Educational, scientific or industrial films","Educational, scientific or industrial film Award
",Terrence Higgins Trust “Cavern Club”,https://www.annecy.org/resources/images/t/20030142.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030142,Terrence Higgins Trust “Cavern Club”,Manu ROIG,United Kingdom,2002,01 min,,2D computer,,Colour,,"HIBBERT RALPH ANIMATION / REDBOARD, Sue LYSTER",,,"Guy Moore, Tony Malcolm",,Manu Roig,Manu Roig,Manu Roig,,,,,The Cavern Club only allows members that are properly dressed… Will Dick get rejected or protected?,,,,,
Awards,2003,Graduation Films,"Special Distinction for a school or graduation film
",Le trésor du têtard salé,https://www.annecy.org/resources/images/t/20030184.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030184,Le trésor du têtard salé,Amandine FREDON,France,2002,04 min,,"puppets, 2D computer",,Colour,,"LA POUDRIÈRE, Isabelle ELZIÈRE-DELALLE","LA POUDRIÈRE, Annick TENINGE",,Amandine Fredon,Amandine Fredon,Amandine Fredon,Amandine Fredon,Amandine Fredon,,Christophe Héral,Christophe Héral,Estelle Dehame,"A stupid and clumsy pirate, tormented by a great white shark, attempts to catch a treasure.",Christophe Barret,Amandine Fredon,Thierry Holley,,
Awards,2003,Graduation Films,"Award for best school or graduation film
",Sunday Evening,https://www.annecy.org/resources/images/t/20030193.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030193,Sunday Evening,Kalina VUTOVA,Bulgaria,2002,06 min 14 s,,"pastel on paper, pencil on paper, 2D computer",,Colour,,"NATFA / NATFIZ - NATIONAL ACADEMY FOR THEATRE AND FILM ARTS, Kalina VUTOVA",,,Kalina Vutova,Kalina Vutova,Kalina Vutova,,Kalina Vutova,,,Kalina Vutova,Kalina Vutova,It is possible for a lonely heart to stop being so lonely...,,Kalina Vutova,,,
Awards,2003,Graduation Films,"Special Distinction for a school or graduation film
",Treevil,https://www.annecy.org/resources/images/t/20030032.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030032,Treevil,"Aiju SALMINEN, Christer (Chrzu) LINDSTRÖM, Aino OVASKAINEN",Finland,2002,06 min 06 s,,"puppets, pixilation",,Colour,,"TURKU ARTS ACADEMY, Eija SAARINEN","TURKU ARTS ACADEMY, Eija SAARINEN",,"Aino Ovaskainen, Aiju Salminen, Christer Lindström","Aino Ovaskainen, Aiju Salminen, Christer Lindström","Aino Ovaskainen, Aiju Salminen, Christer Lindström","Aino Ovaskainen, Aiju Salminen, Christer Lindström","Aino Ovaskainen, Aiju Salminen, Christer Lindström",,Mikko Karjalainen,"Aino Ovaskainen, Aiju Salminen, Christer Lindström","Aino Ovaskainen, Aiju Salminen, Christer Lindström",A lumberjack goes to the woods to cut a tree and strange things start to happen. The man is about to learn that things are not always what they seem to be.,,"Aino Ovaskainen, Aiju Salminen, Christer Lindström","Aino Ovaskainen, Aiju Salminen, Christer Lindström",,
Awards,2003,Graduation Films,"""CANAL J"" Junior Jury Award for a school or graduation film
",Wunderwerk,https://www.annecy.org/resources/images/t/20031224.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20031224,Wunderwerk,Michael SIEBER,Germany,2002,09 min 03 s,,"paint on paper,  2D/3D computer",,Colour,,FILMAKADEMIE BADEN-WÜRTTEMBERG,FILMAKADEMIE BADEN-WÜRTTEMBERG,,,,,,Michael Sieber,,Rodolfo Guzman,,,A story about the creator and his creation and the cognition to let go of something one loves.,,,,,
Awards,2003,TV films,"The Cristal for a TV production
",Verte,https://www.annecy.org/resources/images/t/20030244_1.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20030244,Verte,Serge ELISSALDE,France,2002,25 min 45 s,TV special,"pencil on paper, 2D computer",Version originale française,Colour,All audiences,"LES FILMS DE L'ARLEQUIN, Dora BENOUSILIO",DARGAUD MEDIA,,Franck Ekinci,Serge Elissalde,Serge Elissalde,Raphaële Foret,Serge Elissalde,,Éric Kramer,Laurent Neumann,Cyrille Gastaud,"At 11 years of age,Verte shows no talent for witchcraft. Worse still, she is more interested in her classmate Soufi. Becoming anxious, her mother Ursule sends her off to her grandmother Anastabotte's house to make some headway.",,Charlotte Mazeran,,,Marie Desplechin
Awards,2003,Short films for Internet,"Net surfers' Award
",Seigei Sentai Pinpin : L’attaque du poulpe rouge géant,https://www.annecy.org/resources/images/t/20035063.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20035063,Seigei Sentai Pinpin : L’attaque du poulpe rouge géant,Nicolaï CHAUVET,France,2003,09 min 40 s,,macromadia Flash mx,,Colour,,"STUDIO TANUKI, Nicolas FLORY","STUDIO TANUKI, Nicolaï CHAUVET",,"Nicolaï Chauvet, Nicolas Flory",,,,"Nicolaï Chauvet, Nicolas Flory, Utku Kaplan",,"Nicolaï Chauvet, Nicolas Flory","Nicolas Flory, Utku Kaplan",Nicolas Flory,"Pinpin the rabbit and his friends, with their secret base and a powerful giant robot, the Pinpinganger 28, protect the universe against professor Débilouman and his cunning inventions.",,,,,
