year,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,department,Voice,Sets,Based on,Camera,Other credits,Development,Character design,Animation directors,Series creator(s),Script writer,Graphic designer
2005,"Co2 ""Souvenirs d'enfance""","Franck EKINCI, Marie-Cécile LABATUT, Michaël ARMELLINO",France,2004,02 min × 26 episodes,TV serie,2D computer,Version originale française sous-titrée anglais,Colour,"12-15 years, Young adults, Adults","TÉLÉ IMAGES KIDS, Philippe ALESSANDRI","TÉLÉ IMAGES INTERNATIONAL, Marie-Laure MONTIRONI",,"Arnaud Figaret, Franck Ekinci","Michaël Armellino, Marie-Cécile Labatut",,,Franck Ekinci,,Alexandre Azaria,,Teletota,The setbacks of a rock group just staring out.,TV Films,,,Philippe Alessandri,,,,,,,,
2005,"Corrida Ketchup ""Boing! Boing!""",Eric MAGRANGEAS,France,2004,01 min × 2 episodes,TV serie,2D computer,Sans dialogue ni commentaire,Colour,All audiences,"KAYENTA PRODUCTION, Michel-Pierre PINARD, Thierry RIVARD",,,Raoul & Yomgui,Raoul,Raoul,Raoul,"Chloé Cruchaudet, Nicolas Guilloteau, Virginie Paternostre",Virginie Paternostre,Patrick Mary,Patrick Mary,,"A bull, an arena, a bullfighter, a magic muleta, a prairie and a cow. A quirky look, somewhere between absurd poetry and pastoral humour.",TV Films,William Coryn,Raoul,,,,,,,,,
2005,Csigaember,"Balázs PÁL, Laszlo KOLLAR-KLEMENCZ",Hungary,2003,06 min 30 s,TV serie,drawing on paper,Version originale hongroise sous-titrée français,Colour,Young adults,"MYFILM STUDIO LTD, Jenö VASS","MYFILM STUDIO LTD, Jenö VASS",,"Balázs Pál, László Kollár-Klemencz",Balázs Pál,"Balázs Pál, László Kollár-Klemencz",Balázs Pál,Balázs Pál,Szabolcs Gellért,Péter Ogi,Stéréo,,Snailman saves the world.,TV Films,Igor Lazin,Balázs Pál,,Szabolcs Gellért,,,,,,,
2005,"Drew Carey's Green Screen Show ""Episode 104""","Christopher HINTON, Harold MOSS, Paul DEMEYER, Scott INGALLS",USA,2004,25 min,TV serie,"live action, diverse techniques",Version originale anglaise,Colour,Young adults,"INTERNATIONAL MAMMOTH TELEVISION, INC., Prudence FENTON, ACME FILMWORKS, INC., Ron DIAMOND",,,,,,,,,,,,A mixture of improv comedy and animation. The comedy show was initially taped in front of a live studio audience then later mixed with over 50 different styles and techniques of animation.,TV Films,,,,,,,,,,,
2005,"Funky Cops  ""Ali Baba & les 40 Showgirls""",Franck MICHEL,France,2004,26 min × 26 episodes,TV serie,2D/3D computer,Version originale française sous-titrée anglais,Colour,6-8 years,"ANTEFILMS PRODUCTION, Nicolas ATLAN, Christophe DI SABATINO, Benoît DI SABATINO",,,Fernand Worcel,Thierry Sapyn,Régis Parenteau-Denoël,,,,DJ Abdel et Bustafunk,,,"Ace, Dick and Fly spend their time tracking all types of gangsters. When they are not on a mission our heroes indulge in their passion for the disco.",TV Films,,Stéphane Gaillard,,Franck Michel,,,,,,,
2005,"Greeks ""Episode 1""",Gili DOLEV,United Kingdom,2004,02 min × 4 episodes,TV serie,"drawing on paper, 2D computer",Version originale anglaise,Colour,6-8 years,"BBC SCOTLAND, Bob LAST, INK ANIMATIONS, LTD.",BBC SCOTLAND,,Gerald Strother,Alan MacEachern,Gili Dolev,Alan MacEachern,Ruaraidh Gillies,Martin Gornall,,,,A funny insight into the lives of ancient Greeks.,TV Films,Tom Uri,Alan MacEachern,,Martin Gornall,,,,,,,
2005,"Hasenhumbug ""Die Pinguine Spielen Ping-Pong""",Meike FEHRE,Germany,2004,01 min 30 s × 4 episodes,TV serie,"cut-outs, 2D computer",Version originale allemande et française sous-titrée anglais,Colour,All audiences,"PUPPETHOTEL, Meike FEHRE",,,"Meike Fehre, Thomas Schmidl","Meike Fehre, Sabine Dully",,,Thomas Schmidl,Thomas Schmidl,"Eike Hosenfeld, Moritz Denis",Christian Riegel,,For capture children's interest for learning a foreign language through play.,TV Films,,,,,,,,,,,
2005,König Midas,"Alexander LORENZ, Thomas HEINZ",Germany,2004,04 min 20 s,TV serie,"cut-outs, 2D computer",Version originale allemande sous-titrée français,Colour,"2-5 years, 6-8 years, 9-11 years","FLACHBILD, Alexander LORENZ",,,"Thomas Heinz, Alexander Lorenz",Thomas Heinz,,,Alexander Lorenz,,Gido Martis,Gido Martis,,Dionysus grants King Midas one wish. He wishes that everything he touches turns to gold. At first he is very happy about his new skill. But then…,TV Films,,,Mythologie grecque,,,,,,,,
2005,L'oiseau Do,Henri HEIDSIECK,France,2004,23 min 15 s,TV special,2D computer,Version originale française sous-titrée anglais,Colour,"6-8 years, All audiences",LA FABRIQUE PRODUCTION,TÉLÉ IMAGES INTERNATIONAL,,Annick Leray,Alexios Tjoyas,Bruno Lefloc’h,,Studio Sek,Teva Studio,Christophe Héral,Christophe Héral,Alice Boitard,"Fred, a little boy originally from Africa, is living in Paris. He is disappointed when his grandfather arrives from his African village with a present of a statue of his animal guardian.",TV Films,,Jean Palenstijn,,,,,,,,,
2005,Le Chat Bayoun,Youri TCHERENKOV,France,2004,26 min,TV special,"cut-outs, 2D computer",Version originale française sous-titrée anglais,Colour,"6-8 years, 9-11 years","STUDIO NIKITA, Galina GUINE",STUDIO NIKITA,,Galina Guine,Zoïa Trofimova,,,,,Mazaï,,,"The tsar wants his daughter to get engaged to his war minister, Polkan. The beautiful young girl is kidnapped by Kochtchky the witch. Nikita the blacksmith and Bayoun the cat go off to look for her. Their quest leads them to the ""three times ten kingdom"" watched over by Babayaga.",TV Films,,,Conte populaire russe,,,,,,,,
2005,"Les Gnoufs ""Les yeux grand fermés""",Franck VIBERT,France,2004,13 min × 52 episodes,TV serie,2D/3D computer,Version originale française,Colour,All audiences,"ON KIDS AND FAMILY, Aton SOUMACHE","MILLIMAGES UK, John REYNOLDS",,"Hervé Pérouze, Olivier Pérouze, Bertrand Santini","Bertrand Santini, Éric Gosselet, Alain Prunier",Fabien Brandily,,,Gilles Giordan,"Emmanuel Rebaudengo, Vincent Boutolleau",Studio Merjithur,"Gilles Giordan, Emmanuelle Gabet","Anignouf discovers the joys of self-hypnotisation, but the dictaphone he was using to hypnotise himself gets jammed on the story of captain Jtejur, that Lapignouf recorded and disturbs his crazy imagination.",TV Films,"Laurent Maurel, Henri Guybet, Roger Carel, Patrice Dozier, Éric Métayer, Bertrand Santini","Cécile Lancelot, Nathalie Coirier",Bertrand Santini,,,,,,,,
2005,Minuscule,Thomas SZABO,France,2004,04 min 30 s,TV serie,"live action, 3D computer",Sans dialogue ni commentaire,Colour,All audiences,"FUTURIKON, Philippe DELARUE","FUTURIKON, David HARRISON",,Thomas Szabo,,,,Thomas Szabo,,,,,Imagine the mixture of a National Geographic documentary and a Tex Avery cartoon. The distorted yet poetic view of insect's day-to-day existence!,TV Films,,,,,,,,,,,
2005,"Monk, the Little Dog ""Apple""","Dong-jin KIM, Hyeryun (Helen) LEE, Jinok PARK, Young-hee CHOI",South Korea,2005,01 min 30 s,TV serie,"clay,  2D/3D computer, live action",Sans dialogue ni commentaire,Colour,All audiences,"CHUNG-ANG UNIVERSITY - GRADUATE SCHOOL AND ANIMATION - GSAIM, Wook-sang CHANG",,,"Helen Lee, Hye Jin Kim, Jin Ok Park, Dong Jin Kim",Sung Jea Kim,Jin Ok Park,Hye Jin Kim,Dong Jin Kim,Jin Ok Park,Jung Yoon Lim,"Yong Suk Bang, Jung Yoon Lim",Helen Lee,"A little dog named ""Monk"" is very naughty. He and his friends play pranks on each other but they also love each other.",TV Films,,"Suk Choi, Mi Hae No",,Young Hee Choi,,,,,,,
2005,"Peppa Pig ""Mummy Pig at Work""","Mark BAKER, Neville ASTLEY",United Kingdom,2004,05 min × 52 episodes,TV serie,2D computer,Version originale anglaise sous-titrée français,Colour,2-5 years,"ASTLEY BAKER DAVIES, LTD, Phil DAVIES","ENTERTAINMENT ONE, Muriel THOMAS",,"Mark Baker, Neville Astley","Mark Baker, Gideon Rigal","Mark Baker, Neville Astley",Mark Baker,Joris Van Hulzen,,Julian Nott,Anne Marie Dutton,Ben Campbell,"Peppa is a loveable, cheeky little piggy who lives with her little brother George, Mummy Pig and Daddy Pig. Her adventures always end happily with loud snorts of laughter.",TV Films,Lily Snowden Fine,"Mark Baker, Gideon Rigal",,,,,,,,,
2005,"Ponpon, le chien",Fabien DROUET,France,2004,26 min,TV special,"clay, puppets",Version originale française,Colour,All audiences,"JPL FILMS, Jean-Pierre LEMOULAND","DARGAUD MEDIA, Guillaume GALLIOT",,Jean-Luc Fromental,"Benjamin Botella, Fabien Drouet",Vincent Chasse,,"Benjamin Botella, Gilles Coirier, Souad Wedell, David Thomasse",,Pierre Caillet,Bruno Seznec,Jane Darraud,"Doctor Mutt, specialist in animal-human relationships, is observing the trials and tribulations of the Choubert family as they get used to life with the sweet little mongrel, Ponpon.",TV Films,,Jean-Marc Ogier,Fabien Drouet,Pierre Bouchon,,,,,,,
2005,"Repose en paix ""Gare au gorille""",Bruno COLLET,France,2004,01 min 50 s,TV serie,puppets,Sans dialogue ni commentaire,Colour,"6-8 years, 9-11 years, 12-15 years, , Adults","VIVEMENT LUNDI !, Jean-François LE CORRE","VIVEMENT LUNDI !, Jean-François LE CORRE",,Bruno Collet,"Benjamin Botella, Julien Leconte",Benjamin Botella,,Julien Leconte,Yann Leroux,Léon Rousseau,Léon Rousseau,Yann Leroux,"Night after night, a murderer goes into the same bedroom intending to kill its occupant who is fast asleep. However much this serial killer uses the most frightening strategies, his stupidity, coupled with his incredible clumsiness, stops him from achieving his mission.",TV Films,Bruno Collet,Bruno Collet,,"Fabrice Richard, Ludovic Auger",,,,,,,
2005,"SpongeBob SquarePants ""Fear of a Krabby Patty""",Alan SMART,USA,2005,11 min 30 s,TV serie,drawing on cels,Version originale anglaise sous-titrée français,Colour,9-11 years,"NICKELODEON ANIMATION STUDIOS, Paul TIBBITT",,,"C. H. Greenblatt, Paul Tibbitt",,"C. H. Greenblatt, Zeus Cervas",Kenny Pittenger,Alan Smart,,"Steve Belfer, Brad Carow, Eban Schletter, Jeremy Wakefield, Nicolas Carr",,,SpongeBob develops a fear of Krabby Patties from working too hard at the Krusty Krab.,TV Films,"Tom Kenny, Rodger Bumpass, Clancy Brown, Mr. Lawrence, Jill Talley, Mark Fite",,Stephen Hillenburg,,,,,,,,
2005,Suppostar contre Méchantor,Adel BOUGHEZALA,Belgium,2005,21 min,TV serie,2D computer,Version originale française sous-titrée anglais,Colour,All audiences,"FARTAZ LE CHAUVE, Philippe CAPART",,,Adel Boughezala,"Adel Boughezala, Philippe Capart","Adel Boughezala, Philippe Capart","Adel Boughezala, Philippe Capart","Adel Boughezala, Philippe Capart",Ronan Segers,Bernard Plouvier,Agent Double,"Adel Boughezala, Philippe Capart",Mechantor is very malicious!,TV Films,Agent Double,"Adel Boughezala, Philippe Capart",,Ronan Segers,,,,,,,
2005,"The Secret Show ""Lucky Leo""","Tony COLLINGWOOD, Andrea TRAN",United Kingdom,2004,13 min 18 s × 52 episodes,TV serie,2D computer,Version originale anglaise sous-titrée français,Colour,"9-11 years, 12-15 years","COLLINGWOOD O'HARE ENTERTAINMENT LIMITED, Christopher O'HARE","BBC WORLDWIDE LIMITED, Helen MCALEER",,Tony Collingwood,,Andrea Tran,Andrea Tran,,,Roger Jackson,,Fred Ziecker,"Super secret agents Victor and Anita battle the only villain born with the lucky gene, Lucky Leo. Who will win, as the fate of the world rests on the spin of a coin?",TV Films,"Alan Marriot, Rob Rackstraw",,,,,,,,,,
2005,Torvald und der Tannenbaum,"Michael SIEBER, Jakob SCHUH",Germany,2004,06 min 40 s,TV special,2D computer,Version originale allemande sous-titrée français,Colour,All audiences,"STUDIO SOI, Carsten BUNTE",ZDF,,Marcus Sauermann,,,,"Jakob Schuh, Michael Sieber",,,,,"A Christmas special about the smallest lumberjack in town, his wife, and the biggest Christmas tree on Earth. A tale of love and height.",TV Films,,,,,,,,,,,
2005,"Tripotin ""La course à la banane""",Olivier NICOLAS,France,2004,01 min 30 s,TV serie,2D computer,Version originale française sous-titrée anglais,Colour,All audiences,"NINJORS.INK, Olivier NICOLAS",,,Olivier Nicolas,,,,,,Steve Hubert,,,Olaf the wolf has a banana and Tripotin would like very much to eat it.,TV Films,"Olivier Nicolas, Lisandru Ristorcelli",,,,,,,,,,
2005,"3 Mobile ""Pandas""","Pete CANDELAND, Dan SUMICH",United Kingdom,2004,20 s,Advertising film,3D computer,Version originale anglaise,Colour,All audiences,"PASSION ANIMATION STUDIOS, Michael ADAMO","PASSION ANIMATION STUDIOS, Joanna STEVENS",,,Mari Chan,,,Rikke Asbjoern,,,,,Minimalist in style and featuring cute looking characters that unexpectedly demonstrate sadistic behaviour towards each other.,Commissioned Films,,,,,,,,,,,
2005,Aiutiamole a liberarsi dalla schiavitú,Gianluigi TOCCAFONDO,Italy,2004,30 s,"Educational, scientific or industrial film",drawing on paper (paint),Sans dialogue ni commentaire,Colour,Adults,"UNICRI - UNITED NATIONS, MariaElena ANDREOTTI, LANTERNA MAGICA S.R.L., Maria FARES","LANTERNA MAGICA S.R.L., Maria FARES",,Gianluigi Toccafondo,Gianluigi Toccafondo,Gianluigi Toccafondo,,Gianluigi Toccafondo,,Mario Mariani,,Michele Buri,"How the ""journey of hope"" began for a lot of young African women and a possible escape from slavery and exploitation",Commissioned Films,,,,Gianluigi Toccafondo,,,,,,,
2005,Amigo Hulot,Arnald BALLESTER,Spain,2004,36 s,Advertising film,"drawing on paper, 2D computer",Sans dialogue ni commentaire,Colour,Adults,"CINEMANIA SL, Pau BOSCH",Pau BOSCH,,,Arnald Ballester,Arnald Ballester,Iskra,Iskra,,Paloma Atienza,,,"Jacques Tati's film ""Mon oncle"" inspired this film showing the path of innocence to its destruction.",Commissioned Films,,,,,,,,,,,
2005,"Anchor ""Look Out""",Pierre COFFIN,United Kingdom,2004,30 s,Advertising film,3D computer,Version originale anglaise,Colour,All audiences,"PASSION ANIMATION STUDIOS, PASSION PARIS PRODUCTION","PASSION ANIMATION STUDIOS, Joanna STEVENS",,Brian Turner,Micky Tudor,,,"Kyle Balda, Frantz Vidal, Mirco Tomadini","Sebastien Rey, Céline Allegre",,,,Cows inform us of Anchor butter's lack of additives.,Commissioned Films,"Stephen Fry, Tony Robinson",,,,,,,,,,
2005,"Badly Drawn Boy ""Year of the Rat""",Ken WONG (DIT MONKMUS),Canada,2004,04 min 10 s,Music video,drawing on paper (ink),Version originale anglaise,Colour,"Young adults, Adults","SOFT CITIZEN, Douangta INTHAVIXAY",,,Badly Drawn Boy,,,,"Paul Dutton, Justin Lee, Fluorescent Hill",,Badly Drawn Boy,,Byron Leckie,"Everybody needs a hug. Especially one from Badly Drawn Boy, who makes the world a better place with his warm embrace.",Commissioned Films,,,,,,,,,,,
2005,"BMW ""Cinema""",Jonas ODELL,United Kingdom,2004,01 min,Advertising film,"animated objects, live action, 3D computer",Sans dialogue ni commentaire,Colour,Adults,"NEXUS STUDIOS, Dan O'ROURKE, FILM TECKNARNA AB",,,,,,,Jonas Odell,,The Prodigy,,,Commercial for BMW.,Commissioned Films,,,,Peter Suschitzky,,,,,,,
2005,Chicken Soccer,Jacquie TROWELL,South Africa,2004,55 s,"Educational, scientific or industrial film","clay, animated objects",Sans dialogue ni commentaire,Colour,"2-5 years, 6-8 years","TRIGGERFISH ANIMATION STUDIOS (PTY) LTD., Eric OLDRIN",,,Jacquie Trowell,,Jacquie Trowell,,Stuart Forrest,,,,,A goofy group of chickens teach children never to underestimate even the smallest member of the team.,Commissioned Films,,,,,,,,,,,
2005,"Coinstar ""Shoe""",PES,USA,2004,01 min,Advertising film,animated objects,Version originale anglaise,Colour,All audiences,"P.E.S, Jason FOREST",,,Jacob Baas,Scott Fero,,,"Ivan Abel, Peter Sluszka",,,,Sam Welch,What could your change be?,Commissioned Films,,,,,,,,,,,
2005,"Die Toten Hosen ""Walkampf""",Andreas HYKADE,Germany,2004,03 min 30 s,Music video,drawing on paper,Version originale allemande,Colour,All audiences,"STUDIO FILM BILDER GMBH, Thomas MEYER-HERMANN","JKP GMBH &AMP; CO KG, Patrick ORTH",,Andreas Hykade,Andreas Hykade,Andreas Hykade,Andreas Hykade,"Ged Haney, Ralf Bohde, Anita Ortega, Urte Zintler",,Die Toten Hosen,,,Pop-promo for the German punk band Die Toten Hosen.,Commissioned Films,,Andreas Hykade,,,,,,,,,
2005,Disability,Nicky PHELAN,Ireland,2005,11 min 30 s,"Educational, scientific or industrial film","drawing on paper, 2D computer",Version originale anglaise,Colour,All audiences,"BROWN BAG FILMS, LTD., Cathal GAFFNEY",,,,Nicky Phelan,Nicky Phelan,,,,Darren Hendley,,Darragh O‘Connell,"How do taxi drivers, little old ladies, or first dates, react to people with disability? Find out as this series of interviews, with those who know, reveals all.",Commissioned Films,,Yvonne Hennessy,,,,,,,,,
2005,"Excel Mints ""SpokesGorilla""",Steve ANGEL,Canada,2004,30 s,Advertising film,"clay, animated objects, live action",Version originale anglaise,Colour,All audiences,"HEAD GEAR ANIMATION, Sue RIEDL",,,,,,,Bartek Prusiewicz,Nick Fairhead,,,,A King Kong look-alike enjoys the refreshing taste of Excel Mints as he eats humans who have just consumed the mint.,Commissioned Films,,,,,,,,,,,
2005,"Gea Russell & Company ""Easy""","Vessela DANTCHEVA, Ivan BOGDANOV",Netherlands,2004,03 min 20 s,Music video,2D computer,Version anglaise,Colour,All audiences,"DE VEER PRODUCTIONS, Anne Chris DE VEER","FIN FILM, Ivan BOGDANOV",,Gea Russell,Ivan Bogdanov,Vessela Dantcheva,,"Ivan Bogdanov, Vessela Dantcheva",Fin Film,"Gea Russell, Martin Denev",Rub Recordings,Fin Film,"A casual (sexual) relationship of convenience between an older couple. It seems on the surface to have become routine and easy, but underneath this ease lays a dark secret.",Commissioned Films,Gea Russell,,,,,,,,,,
2005,"Honda ""Grrr""",SMITH &AMP; FOULKES,United Kingdom,2004,01 min 30 s,Advertising film,3D computer,Version originale anglaise,Colour,Adults,"NEXUS STUDIOS, Julia PARFITT",,,,,Smith & Foulkes,,,,Be Nice to the Pigeons,Wave London,,Commercial for Honda.,Commissioned Films,,,,,,,,,,,
2005,"ITFS 2004 Trailer ""Auf's Maul""",Stefan SCHOMERUS,Germany,2004,40 s,Advertising film,"drawing on paper, powder animation, cut-outs, clay, puppets,  2D/3D computer",Sans dialogue ni commentaire,Colour,All audiences,"FILMAKADEMIE BADEN-WÜRTTEMBERG, Uwe URBAS",FILMAKADEMIE BADEN-WÜRTTEMBERG,,"Stefan Schomerus, Anja Perl",,Stefan Schomerus,,"Frederik Ring, Egmont Mayer, Petra Schröder, Derek Roczen, In-Ah Roediger, Hendrik Niefeld, Stefan Schomerus",Holger Schönberger,Rainer Von Vielen,"Rainer Von Vielen, Florian Dittrich",Stefan Schomerus,Different characters meet up for an egg and spoon race…,Commissioned Films,,,,,,,,,,,
2005,"Lemony Snicket's A Series of Unfortunate Events ""The Littlest Elf""",SMITH &AMP; FOULKES,United Kingdom,2004,01 min,Advertising film,3D computer,Sans dialogue ni commentaire,Colour,12-15 years,"NEXUS STUDIOS, Charlotte BAVASSO, Christopher O'REILLY",,,"Paramount, DreamWorks",,,,"Michael Greewood, Saul Freed, Dominic Griffiths",Reece Millidge,"Paramount, DreamWorks",,,"Title sequence for the film ""Lemony Snicket a Series of Unfortunate Events"".",Commissioned Films,,,Lemony Snicket's A Series of Unfortunate Events,,,,,,,,
2005,"Lenor ""Old Woman""",KUNTZEL & DEYGAS,United Kingdom,2004,30 s,Advertising film,"animated objects, live action, 3D computer",Version originale anglaise,Colour,Adults,"NEXUS STUDIOS, Charlotte BAVASSO",,,Grey London,,Kuntzel & Deygas,,Kuntzel & Deygas,,,,,Commercial for Lenor.,Commissioned Films,,,,,,,,,,,
2005,"M ""Ma mélodie""",Cyril HOUPLAIN,France,2004,03 min 50 s,Music video,"drawing on paper, 2D computer",Version originale française,Colour,All audiences,"YELLOW HOUSE, Charles PETIT",,,Cyril Houplain,,Cyril Houplain,,Je suis bien content,,M (Mathieu Chedid),Pierre Boscheron,,Following the adventures of M up to the live concert.,Commissioned Films,,,,,,,,,,,
2005,"M&M's ""Fotos""",Guilherme RAMALHO,Brazil,2004,30 s,Advertising film,"live action, 3D computer",Version originale portugaise,Colour,All audiences,"TRATTORIA FILMES, Guto CARVALHO",,,Almap BBDO,,Guilherme Alvernaz,,Guilherme Alvernaz,Daniel Dias,,Tentáculo,,Commercial for M&M's.,Commissioned Films,,Marcelo Escañuela,,Marcelo Durst,,,,,,,
2005,"Múm ""Will the Summer Make Good for All of Our Sins""",Marc CRASTE,United Kingdom,2004,04 min,Music video,3D computer,Version originale anglaise,Colour,All audiences,STUDIO AKA,,,Fat Cat Records,,,,Studio Aka,,Múm,,,Videoclip for the band Múm.,Commissioned Films,,,,,,,,,,,
2005,"Nature Sweet ""Triage""","Pierre COFFIN, Darren WALSH","USA, France",2004,30 s,Advertising film,3D computer,Version originale anglaise,Colour,All audiences,"PASSION ANIMATION STUDIOS, Samantha PLAISTED, Nicolas TROUT","PASSION ANIMATION STUDIOS, Joanna STEVENS",,Tina Johnson,Ashley Bull,,,"Élisabeth Patte, Gaël Matchabelli, Lucas Valérie",,,,Magalie Barraban,"The ad shows what looks like an emergency room in a hospital for tomatoes: ""Don't these people know you can't tell what a tomato tastes like by squeezing it?""",Commissioned Films,,,,,,,,,,,
2005,"NHK BS Image Character Domo-Kun ""An Ordinary Day""","Tsuneo GODA, Masaki UNNO",Japan,2003,30 s,Advertising film,puppets,Version originale japonaise sous-titrée anglais,Colour,All audiences,"NHK - JAPAN BROADCASTING CORPORATION, Shigeru OHNO, TYO PRODUCTIONS, INC., Noriko MATSUMOTO, Hitomi TSUCHIYA",,,Tsuneo Goda,,Tsuneo Goda,,Hirokazu Minegishi,,Masahiro Higashi,Hironori Ono,,"On a winter day, an egg crashed into Usajii's house. Then, a mysterious creature, Domo, was born from the egg.",Commissioned Films,"Shizuo Yamakawa, Tatsuo Matsumura, Megumi Toyohashi",Shinji Yabe,,Masafumi Nagasaka,,,,,,,
2005,"Observer Music Monthly ""Abba to Zappa""",SMITH &AMP; FOULKES,United Kingdom,2004,01 min,Advertising film,2D computer,Version originale anglaise,Colour,Adults,"NEXUS STUDIOS, Dan O'ROURKE",,,Mother Agency London,Craig Robinson,,,"Lee Lennox, James Merry",,,,,Commercial for The Observer.,Commissioned Films,,,,,,,,,,,
2005,"Oilatum ""Mitzy""",Marc CRASTE,United Kingdom,2003,30 s,Advertising film,3D computer,Version originale anglaise,Colour,All audiences,STUDIO AKA,,,Woolley Pau,,,,Studio Aka,,,,,Commercial for Oilatum.,Commissioned Films,,,,,,,,,,,
2005,"Ojos de brujo ""Tiempo de soleá""",Samuel RESTUCCI,Spain,2003,03 min 48 s,Music video,drawing on paper,Version originale espagnole,Colour,All audiences,"LA FABRICA DE COLORES, Xavier TURULL","LA FABRICA DE COLORES, Xavier TURULL",,Emilio Romero,Samuel Restucci,"Emilio Romero, Samuel Restucci",Samuel Restucci,Samuel Restucci,Ojos de brujo,Ojos de brujo,Emilio Romero,Emilio Romero,The journey of a woman and a boy through the history of the 20th century. It's a hopeless perspective of the current vision of the world.,Commissioned Films,,Samuel Restucci,,Emilio Romero,,,,,,,
2005,"Panasonic ""Peace Running""","Jérôme COMBE, André BESSY",United Kingdom,2004,01 min,Advertising film,"live action, 2D computer",Sans dialogue ni commentaire,Colour,All audiences,"NEXUS STUDIOS, Charlotte BAVASSO",,,,,"André Bessy, Jérôme Combe",,Laurent Witz,,,,,Commercial for Panasonic.,Commissioned Films,,,,,,,,,,,
2005,Principio y fin de viaje submarino,Javier OLIVARES,Spain,2004,51 s,Advertising film,"drawing on paper, 2D computer",Sans dialogue ni commentaire,Colour,Adults,"CINEMANIA SL, Pau BOSCH",Pau BOSCH,,,Javier Olivares,Javier Olivares,Iskra,Iskra,,Paloma Atienza,,,"A sea battle is the starting point to show the filmmaker's passion for films like Richard Fleisher's ""20 000 Leagues under the Sea"" and pay tribute to its Victorian aesthetic quality.",Commissioned Films,,,,,,,,,,,
2005,"Promo Mag ""New Directors' Intro""","Sean MILES, Jason JAMESON",United Kingdom,2004,01 min 20 s,Advertising film,"drawing on cels, drawing on paper,  2D/3D computer",Sans dialogue ni commentaire,Colour,All audiences,MODEL ROBOT LTD.,MODEL ROBOT LTD.,,,,,,,,,,,"A short intro animation for ""Promo Magazine""'s new directors issue.",Commissioned Films,,,,,,,,,,,
2005,Romeo muerto,Santiago SEQUEIROS,Spain,2004,01 min 05 s,Advertising film,"drawing on paper, 2D computer",Sans dialogue ni commentaire,Colour,Adults,"CINEMANIA SL, Pau BOSCH",Pau BOSCH,,,Santiago Sequeiros,Santiago Sequeiros,Iskra,Iskra,,,Paloma Atienza,,The long hard battle of a leader of a gang of crooks specialising in rotten meat.,Commissioned Films,,,,,,,,,,,
2005,"Sky Plus ""Elephant and Mouse""",Mic GRAVES,United Kingdom,2004,23 s,Advertising film,2D computer,Version originale anglaise,Colour,,STUDIO AKA,,,WCRS,Adrian Johnson,,,Studio Aka,,,,,Commercial for Sky Plus.,Commissioned Films,,,,,,,,,,,
2005,"Sony PS2 Eye Toy ""Helicopter"", ""Drum"", ""Photocopier""",Fizzy EYE,United Kingdom,2004,01 min,Advertising film,3D computer,Sans dialogue ni commentaire,Colour,Young adults,NEXUS STUDIOS,,,,,Fizzy Eye,,Fizzy Eye,,,M2C,,Commercial for PlayStation 2.,Commissioned Films,,,,,,,,,,,
2005,"Tempsion ""Samãdhi""",Marc CARO,France,2004,04 min 13 s,Music video,"3D computer, live action",Sans dialogue ni commentaire,Colour,All audiences,"L'ÉTRANGE FESTIVAL, Frédéric TEMPS",,,Marc Caro,Marc Caro,Marc Caro,Marc Caro,Marc Caro,,Tempsion,Tempsion,Linda Attab,The wanderings of a soap bubble in perfect synchronisation to the music.,Commissioned Films,,,,Philippe Le Sourd,,,,,,,
2005,"The Album Leaf ""On Your Way""","Mark LOMOND, Darren PASEMKO, Johanne STE-MARIE",Canada,2004,03 min 25 s,Music video,"animated objects, pixilation, live action,  2D/3D computer",Version originale anglaise,Colour,All audiences,FLUORESCENT HILL,,,,,,,,,The Album Leaf,,,"A utopian landscape shifts and deforms to the music of ""The Album Leaf"" , as played by a tiny mythical band.",Commissioned Films,,,,,,,,,,,
2005,"The Planets ""Moving Along""",Patrick SMITH,"USA, United Kingdom",2004,03 min 10 s,Music video,"drawing on paper, 2D computer",Version originale anglaise,Colour,"Young adults, Adults","BLEND FILMS, Mathew REEVE",BLEND FILMS,,,,,,Patrick Smith,,The Planets,,,"Dark imagery of conformity takes the screen as hip hop, rhythm and poetry are visualized.",Commissioned Films,,,,,,,,,,,
2005,"Tism ""Everyone Else Has Had More Sex Than Me""",Bernard DERRIMAN,Australia,2004,03 min 56 s,Music video,2D computer,Version originale anglaise,Colour,All audiences,Bernard DERRIMAN,Bernard DERRIMAN,,Bernard Derriman,Bernard Derriman,Bernard Derriman,Bernard Derriman,Bernard Derriman,Bernard Derriman,Tism,,Bernard Derriman,"A bunny's lack of ""action"" begins to weigh down on him.",Commissioned Films,,Bernard Derriman,,Bernard Derriman,,,,,,,
2005,Ugly & Tony,Craig FRANK,Denmark,2004,24 s,Advertising film,3D computer,Version anglaise,Colour,Adults,"A.FILM PRODUCTION A/S, Craig FRANK",,,Craig Frank,Bjørn Pedersen,,,Michael Helmuth,,,,,Tony is suspicious of his friend the ugly duckling.,Commissioned Films,,,,,,,,,,,
